title,description,primary_instructor,subject,catalog_number,label_term,section,sub_title,credits,requirements_distribution,other,advisory_prerequisites,other_course_info,repeatability,consent
Senior Seminar in Biophysics,"This course covers the essential vehicles for the communication of scientific ideas: journal articles and conference presentations. Students will learn about different formats of journal articles and presentations, such as Original Research Article, Review Article, Poster, Short Talk, and Plenary Talk. Effective means of structuring, writing, and delivering a paper or talk will be discussed and practiced in individual and group exercises and through homework assignments. An introduction to the editorial process is given.","Veatch,Sarah",BIOPHYS,495,"Fall 2021, ",Section 001,,3,BS,,"Students should take this course in their senior year, preferably after having exposure to other 400-level Biophysics courses.",,May not be repeated for credit.,
Senior Thesis,"A senior thesis can be considered the capstone of a successful course of study in
biophysics. It gives students the opportunity to decide if graduate studies with the aim of
writing a doctoral thesis is right for them.",,BIOPHYS,498,"Fall 2021, ",Section 001,,1 - 4,BS,Independent,BIOPHYS 399.,,May not be repeated for credit.,With permission of department.
Honors Thesis,"An honors thesis is required for an honors degree for the proposed new concentration
in biophysics. It can be considered the capstone of a successful course of study and gives
students the opportunity to decide if graduate studies with the aim of writing a doctoral
thesis is right for themCourse Requirements:Grades will be based on the quality of the thesis. The grade is
determined by a departmental honors thesis reader, who is generally not the research
mentor.Intended Audience:Biophysics concentrators at the senior level.
This course gives biophysics concentrators the opportunity
to cap their educational experience with an honors thesis based on their research. It is
typically a continuation of BIOPHYS 399.Class Format:Independent study in a research laboratory under the supervision and
direction of a faculty member.",,BIOPHYS,499,"Fall 2021, ",Section 001,,1 - 4,BS,"Honors, Independent",BIOPHYS 399.,,May not be repeated for credit.,With permission of department.
Methods of Biophysical Chemistry,"This course is the first of a two-term Biophysical Chemistry series BIOPHYS 520/521, but it can be taken as stand-alone course as well. BIOPHYS 520 will introduce and explain the physicochemical properties of biological macromolecules and their complexes, mostly in solution. The course offers an overview of protein and nucleic acid structures. Intra- and inter-molecular forces, helix-coil transitions, and protein folding will be treated in a thermodynamical context.","Ramamoorthy,Ayyalusamy",BIOPHYS,520,"Fall 2021, ",Section 001,,3,BS,,"CHEM 463, BIOLCHEM 415, or CHEM 420; permission of course director.",F.,May not be repeated for credit.,
Topics in Biostatistics,"An introduction to biostatistical topics: clinical trials, cohort and case-control studies; experimental versus observational data; issues of causation, randomization, placebos; case control studies; survival analysis; diagnostic testing; image analysis of PET and MRI scans; statistical genetics; longitudinal studies; and missing data. The course stresses both the development of theory and methods and the applications to real case studies and examples in the biomedical sciences.","
                                                    STATS
                                                    449
                                                    -
                                                    Topics in Biostat, Section
                                                    002",BIOSTAT,449,"Fall 2021, ",Section 002,,3,BS,,"STATS 401, 403, or 425 or permission of instructor.",,May not be repeated for credit.,
Introduction to Catalan Language and Culture,"This course is an introduction to Catalan language, culture, and history. The principal aim is to acquire a more profound understanding of the history, politics, society and culture of the Catalan world through listening, writing, reading and speaking activities in Catalan. Language will be used through communicative activities; however, no previous knowledge of Catalan language is required. The class will discuss issues of relevance to Catalan culture and history.

Materials will include newspaper articles, cultural readings, movies, videos, short lectures, listening activities, and computer materials.

This course counts as elective credit toward the Spanish minor.Intended Audience:This course will be taught in Catalan.  No previous knowledge of the Catalan language is required.Class Format:For Fall 2021:  During the Fall term, we will meet both in an in-person format and remotely via Zoom meetings. In both modes of meeting we will collaborate, discuss and work in small group activities.","Coll Ramirez,Susanna",CATALAN,291,"Fall 2021, ",Section 002,,3,,,,,May not be repeated for credit.,With permission of instructor.
Introduction to Civil and Environmental Engineering,An introduction to the nature and scope of the civil and environmental engineering discipline and specialty programs.  Includes case studies from practice and information about academic and professional opportunities for CEE students.,"Ioannou,Photios G",CEE,200,"Fall 2021, ",Section 001,,1,BS,,,,May not be repeated for credit.,
Introduction to Civil and Environmental Engineering,An introduction to the nature and scope of the civil and environmental engineering discipline and specialty programs.  Includes case studies from practice and information about academic and professional opportunities for CEE students.,"Ioannou,Photios G",CEE,200,"Fall 2021, ",Section 101,,1,BS,,,,May not be repeated for credit.,
Statics & Dynamics,"Statics: review of vector mathematics; moment and force resultants; static equilibrium in two & three dimensions; centroids; center of gravity; distributed loadings. Dynamics: review of concepts of velocity and acceleration; dynamics of particles and rigid bodies; concepts of work, energy, momentum; introduction to vibrations. Four lectures per week.","Zhang,Duo",CEE,211,"Fall 2021, ",Section 001,,4,BS,,PHYS 140.,,May not be repeated for credit.,
Solid and Structural Mechanics,"Fundamental principles of solid and structural mechanics and their application in engineering disciplines. Covered: concepts of stress and strain, stress and strain transformations, axial, torsion, bending and combined loading, elastic deformations, energy concepts, and strength design principles. Lectures and laboratory.","Bernardini,Enrica",CEE,212,"Fall 2021, ",Section 001,,3,BS,,CEE 211 or equivalent.,,May not be repeated for credit.,
Thermodynamics and the Environment,"The First and Second Laws of thermodynamics are applied to systems impacting built and natural environments to determine the performance requirements and thermodynamic efficiencies of engineered processes. Topics of coverage include the properties of pure substances and mixtures, phase changes, reaction and phase equilibrium, heating, air conditioning, and power generation.","Clack,Herek",CEE,230,"Fall 2021, ",Section 001,,3,BS,,MATH 116; CHEM 130 and 125/126 or CHEM 210 and 211.,(non-LSA).,May not be repeated for credit.,
Sustainable Engineering Principles,"Sustainable engineering principles including calculations of environmental emissions and resource consumption. Mass and energy balance calculations in context of pollution generation and prevention, resource recovery, and life-cycle assessment.  Economic aspects of sustainable engineering decision-making.  Social impacts of technology system design decisions including ethical frameworks, government legislation, and health risks.","Bricker,Jeremy David",CEE,265,"Fall 2021, ",Section 001,,3,BS,Sustain,"CHEM130, MATH 116.",,May not be repeated for credit.,
Structural Engineering,"Introduction to the field of structural engineering.  Discussion of structural analysis techniques and concepts such as virtual work, flexibility method, stiffness method, influence lines and matrix structural analysis.  Training in AutoCAD and exposure to commonly used structural analysis computer program(s).  Discussion of basic design concepts and principles.","El-Tawil,Sherif",CEE,312,"Fall 2021, ",Section 001,,4,BS,,CEE 212 or equivalent.,,May not be repeated for credit.,
